score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
8.0,A fair experience,"Excellent location, near Paddington, restaurants, and local shops.The room was super clean and the room service was also great.The staff was super helpful with my requests.",The size/cost ratio isn't that good. But I get it that hotels in this region are always overbooked.,Netherlands,Deluxe Single Room,4 nights ·,Solo traveller,July 2022,2 August 2022,,
9.0,Peaceful and relaxing,Room was very quiet and comfortable. The breakfast was nice and staff very friendly.,,Ireland,Club Twin Room,1 night ·,Family,July 2022,1 August 2022,,
9.0,Superb,"fantastic location, room &amp; staff were top notch. I’d definitely stay again. extremely convenient for both Paddington Station &amp; Tube. Both less than 5 min walk.","My only criticism is that the breakfast was cold. it was a buffet style breakfast but the scrambled egg, sausage &amp; mushroom was cold when we came to eat.",United Kingdom,Deluxe Double Room,2 nights ·,Group,July 2022,31 July 2022,,
9.0,Faultless I would come again,The hotel was very clean.The staff were all very friendly and nothing was too much trouble.The food in the restaurant was very nice.,,United Kingdom,Club Double Room,5 nights ·,Family,July 2022,30 July 2022,,
8.0,Good location Welcoming staff￼,I like the style of the building and the surrounding trees,we were in the basement not able to open the curtains-our the   window,United Kingdom,Deluxe Double Room,4 nights ·,Couple,July 2022,30 July 2022,,
9.0,Excellent location and nice technical details in the rooms.,"Technical details in the room, excellent tube and bus connections and still quiet location, good aircon, flexibility for upgrading the room, cleanliness.",Unclarity of agreed check out time and false fire alarm in the morning. No big issues during the stay.,Finland,Deluxe Double Room,4 nights ·,Family,July 2022,29 July 2022,,
9.0,excellent,location and staff very attentive. delighted to be upgraded to a lovely club room. Breakfast good.,all excellent,United Kingdom,Deluxe Twin Room,1 night ·,Family,July 2022,29 July 2022,,
7.0,Comfortable stay in a great location,"room was really comfortable, bed and bathroom excellent. Also microwave and fridge were provided","the view was of a building site and there were people passing in front of the window, so the curtains had to be drawn",United Kingdom,Compact Double Room,1 night ·,Couple,July 2022,29 July 2022,,
9.0,Superb,Location was the best thing about it. The staff were very accommodating.,,Canada,Deluxe Double Room,5 nights ·,Couple,July 2022,28 July 2022,,
9.0,Clean and comfortable stay with great service!,The location was really amazing! I had an early train ride from Paddington to get to Heathrow and it was an easy stroll to the train station. I had to get the train at 5am and the 24 hour reception made this easy to check out.,,New Zealand,Deluxe Single Room,1 night ·,Solo traveller,July 2022,26 July 2022,,
7.0,Up and coming hotel,"All staff I encountered were kind, friendly, and helpful. The room was comfortable and well furnished. Bathroom was well equipped. I would definitely stay here again.",There were some touches missing or were a little off. The manual in the room had a lot of information but could have been laid out more professionally. It was also missing the room service menu. There were times when they were clearly understaffed as no one answered the phone for room service or at the front desk for about an hour. They were definitely small things but make a difference between the good hotels and the great ones.,United States,Deluxe Single Room,2 nights ·,Solo traveller,July 2022,25 July 2022,,
9.0,very well looked after good location and not a bad price,"very clean , polite staff ,good location for Hyde Park, and shopping in Knightsbridge",some very noisy fellow holidayers one night I mite add,Guernsey,Deluxe Double Room,4 nights ·,Couple,June 2022,25 July 2022,,
8.0,we had to keep extending due to unforeseen circumstances &amp; it was never a problem.,"Great location, staff excellent, air/conditioning worked well.",The room was quite small,Australia,Club Twin Room,1 night ·,Group,July 2022,24 July 2022,,
8.0,short notice stay and we had to keep extending due to unforeseen circumstances. the staff were very helpful and the room,the staff are all very friendly and helpful. the room is very clean.,would have been nice if we had a bigger room with sitting chairs,United Kingdom,Club Twin Room,3 nights ·,Group,July 2022,24 July 2022,,
9.0,Great hotel right next to Paddington Station,"Great location right next to Paddington station - about a 3 minute walk. Well appointed rooms, small touches like biscuits and tea selection.",It’s London so the room is understandably small but this wasn’t a problem at all.,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,July 2022,23 July 2022,1,
9.0,good and quality,location and rooms,the basement level was loud from up above,United States,Club Double Room,4 nights ·,Couple,June 2022,23 July 2022,,
9.0,Excelent comfort in a Townhouse so close to Paddington Station,Comfortable room even in a hot wave  . Excelent shower . Authenticity of a Townhouse . Close distance just one block from Paddington Station . Friendly staff . Beautiful street so full of trees in a nice neighbourhood.,Tiny elevator but then again it is a Townhouse,Brazil,Deluxe Triple Room,2 nights ·,Family,July 2022,20 July 2022,,
7.0,"Great location, bit tired","Location was great, cute hotel with nice staff.","Old fashioned decor, very dark room, wasn't a lot of the amenities I would have expected like no Nespresso machine for example, poor quality pillows etc.",United Kingdom,Deluxe Twin Room,1 night ·,Family,July 2022,19 July 2022,,
7.0,"Ideal for Paddington Station, good value but not a 5 star hotel.",No breakfast,"Noisy, small room",United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2022,19 July 2022,,
8.0,Enjoyed my short stay,very friendly staff. Great location,,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,July 2022,18 July 2022,,
8.0,"Hotel very nice, location amazing","Hotel very nice, location amazing",,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2022,18 July 2022,,
8.0,Very good,"The staff were very hospitable and made us feel welcome.  Had dinner and breakfast there and the food was delicious.  Shout out to Maisum, Khazi, Fatma and also the young man who was managing the restaurant.  🙂",None,Malaysia,Compact Double Room,1 night ·,Couple,July 2022,17 July 2022,,
9.0,Superb,"location, cleanliness and staff",room rate,Switzerland,Compact Double Room,1 night ·,Solo traveller,July 2022,15 July 2022,,
8.0,Clean and comfortable. Great staff,close to Paddingtonspacious room Friendly staffclean,,United Kingdom,Club Double Room,2 nights ·,Couple,July 2022,15 July 2022,,
8.0,enjoyable stay good location and great staff,"great staff , great cocktails very clean and good location","not a 5 star cheap towels not big enough or soft bath towels , cheap toilet roll was no bath in club room which was booking.com’s mistake!!",United Kingdom,Club Twin Room,2 nights ·,Family,July 2022,14 July 2022,,
8.0,very comfortable and plenty of extras in the room,close to where I wanted to be,nothing,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,July 2022,14 July 2022,,
8.0,"Great Value, Location for a quick overnight",The location is a 5-6 minute walk from London Paddington station making this early-morning trips to LHR possible. The room I had was comically small but it was very nicely appointed and very up-to-date with multiple USB plug points and a US type electrical outlet as well. the staff was well-organized and friendly (especially unusual in LDN it must be said). The bar and restaurant were both quite reasonably nice.,it was a very small room. I don’t get claustrophobic but if I did it would be in that room and the hallway that led there.,Switzerland,Deluxe Single Room,1 night ·,Solo traveller,July 2022,14 July 2022,,
