score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Exceptional,"Everything! Facilities, staff, food, decor are just fantastic. I've never experienced such good and consistent customer service from all of the staff in the hotel. It really is impressive and the main reason I would go back! The Winter Bar is beautiful and the pianist playing on Monday evening was sublime. Loved it!",The minibar was empty. It says you need to scan the barcode but that didn't work. I feel like it's always the most fun of staying in a hotel so was a bit disappointed with that.We found the bed too small for the type of room we had and the mattress was too hard. Didn't have a great sleep.,United Kingdom,Deluxe Double Room,1 night ·,Family,May 2022,10 May 2022,,
10,proper luxury London hotel.,"fantastic overall ambience, excellent service, spa treatments top notch.",,United Kingdom,Double Room,1 night ·,Couple,May 2022,9 May 2022,,
10,Exceptional,exquisite architecture. fabulous service,"exec double room, beds a little small",United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,May 2022,7 May 2022,,
9.0,great luxury hotel with history!,"location, service, cleanliness!","nothing, maybe a little pricy?",Singapore,Deluxe Suite,6 nights ·,Family,April 2022,1 May 2022,,
10,totally relaxing,it’s just perfect!,everything,United Kingdom,Landmark Junior Suite,2 nights ·,Couple,April 2022,1 May 2022,,
8.0,Very good,,Would have been great to have more control of the lights in the room,Canada,Family Room (2 Adults + 2 Children),1 night ·,Family,April 2022,30 April 2022,,
10,We will be back soon!,"The Landmark London is such a fine hotel. The staff are so friendly and accommodating, especially at the door. We will definitely be back, this is now our hotel in London.",All was excellent!,Germany,Executive Double Room,3 nights ·,Family,April 2022,29 April 2022,,
8.0,pleasant,location was good and the staff were professional and friendly,the food wasn’t too great,Saudi Arabia,Double Room,3 nights ·,Solo traveller,April 2022,27 April 2022,,
10,Amazing stay to celebrate our honeymoon.,Refurbished rooms are very modern. Great pool and spa area that is free for all guests to use.,,Singapore,Deluxe Double Room,3 nights ·,Couple,April 2022,27 April 2022,,
9.0,"Loved our stay, the staff were incredibly friendly and the hotel gorgeous.","This place is beautiful. We arrived for our wedding weekend and all the staff treated us exceptionally and made us feel very special, despite the fact that many weddings pass through their doors. Our room was amazing, dinner and breakfast was superb and the whole experience was perfect for the occasion that was in it.","The only reason I rated it 9/10 instead of 10/10 was because our first night you could hear loud music from a wedding party downstairs until after midnight, but they brought earplugs to the room for us and it's just kind of something to be expected at a hotel that hosts so many weddings.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,April 2022,24 April 2022,,
10,lovely hotel with lovely staff its my go to hotel in London and you can always rely on the winter garden for atmosphere,"location, quality of service and quality of food.",,United Kingdom,Deluxe Double Room,2 nights ·,Couple,March 2022,24 April 2022,,
8.0,fantastic!,"location, friendly and genuine service. great restaurant, family room, spacious room, clean and exquisite building",quite expensive for what it is,Switzerland,Family Room (2 Adults + 2 Children),2 nights ·,Family,April 2022,24 April 2022,,
10,Exceptional,,No toothpaste,United Kingdom,Double Room,1 night ·,Couple,April 2022,23 April 2022,,
10,Exceptional,I liked everything:) The family rooms are really of good size. Breakfasts are excellent.,"The size of beds in family rooms. One of the beds, which is supposed to be used by parents, shall definitely be wider than 131-150cm…",Ukraine,Family Room (2 Adults + 2 Children),5 nights ·,Family,April 2022,22 April 2022,,
10,"excellent special anniversary trip. luxurious, stunning and made us feel so special!","amazing neo classical rooms, comfortable, stunning restaurant and amazing staff",bed a little bit hard but we don’t mind that!,United Kingdom,Executive Double Room,1 night ·,Couple,April 2022,22 April 2022,,
10,Exceptional,Everything except the kids.,The kids.,United Kingdom,Deluxe Double Room,1 night ·,Couple,April 2022,21 April 2022,,
10,"luxurious, comfy, opulent, home away from home",excellent location. fantastic staff. great service,weird discretionary hotel service charge!!,United Kingdom,Deluxe Double Room,4 nights ·,Solo traveller,April 2022,21 April 2022,,
10,"luxurious, excellent facilities, great location.","exceptional hotel. immaculately clean, friendly staff, great facilities, and wonderful food. perfect location for exploring London. will be back.",slightly on the expensive side but the extras and attention to detail you get made it worth it.,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,April 2022,20 April 2022,,
8.0,Comfort &amp; I will visit again.,Good &amp; delicious.,Please repair the lift as it not function well.,Malaysia,Double Room,3 nights ·,Group,April 2022,20 April 2022,,
8.0,"Lovely hotel, swimming pool and central location, we enjoyed our stay","Everything was excellent, from big room size, clean level, to breakfast quality. Swimming pool was excellent, we had a lovely stay overall.","When we checked in, I wanted to double check that if a little tent has been set up in our room for kids, the checkin staff immediately said no because I didn't pay for family package. I said I did request on booking.com and I was not aware there's a family package, and she insisted that booking.com would not pass the message therefore there's nothing she could do to help, offered no solution. She was polite but unhelpful in a way that made the checkin process quite unpleasant and made kids feeling disappointed as soon as we arrived. However when we went into the room, the tent was all set up and lovely, so the booking.com message did go through and the hotel tried their best to accommodate, so it was a happy ending. The only unhappy point for this whole experience was just that particular check-in staff, maybe she was new, but she could have double check before she actually went ahead and made the customer feel unwelcome first thing when they arrive.",United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Group,April 2022,20 April 2022,,
10,excellent family facility,on Booking.com,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,April 2022,19 April 2022,,
9.0,Clean and Beautiful hotel.,Breakfast was exceptional. Nice setup. Good food.pleasant staff,,Spain,Double Room,3 nights ·,Family,April 2022,18 April 2022,,
8.0,brilliant trip to London with the kids,location was great right next to Regent’s Park which was gorgeous for early morning walks and just next to Baker Street tube and madam Tussaud’s,"hotel seemed a like dated, no Nespresso machine in family room which is usually a given when paying these prices or less",United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,April 2022,18 April 2022,,
8.0,stunning.,beautiful property. so close to Regent’s Park. staff very helpful. dinner was exceptional 👌🏻,should’ve been advised on there being 2 lifts.,United Kingdom,Executive Double Room,1 night ·,Family,April 2022,17 April 2022,,
10,Fantastic stay with my children,Terrific location outside tourist areas but within reach of them. Well decorated. Amazing staff.,I liked everything.,United States,Double Room,8 nights ·,Family,April 2022,17 April 2022,,
9.0,Superb,"amazing scenery and venue, lovely room and friendly staff","event for young people on Friday with loud noise, music and not expected for the venue well into the early hours.",United Kingdom,Landmark Junior Suite,2 nights ·,Couple,April 2022,17 April 2022,,
10,Exceptional,Fantastic breakfast,,United Kingdom,Double Room,1 night ·,Couple,April 2022,17 April 2022,,
10,Terrific,Top quality - attention to detail- always great,,Ireland,Family Room (2 Adults + 2 Children),2 nights ·,Family,April 2022,16 April 2022,,
9.0,beautiful charming and relaxing,beautiful hotel with great staff that made us feel very welcome.,it was lovely to eat breakfast in such wonderful surroundings but the breakfast itself was not to a level I would have expected.,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,April 2022,16 April 2022,,
10,Premium,Brilliant,Nothing,United Kingdom,Double Room,2 nights ·,Couple,April 2022,16 April 2022,,
10,superb in every way,"fantastic. clean, elegant",nothing,United States,Family Room (2 Adults + 2 Children),3 nights ·,Family,April 2022,16 April 2022,,
10,top of the pops,"location, room and staff. good breakfast too..",,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,April 2022,15 April 2022,,
10,Exceptional,perfectly located and fabulous,,Serbia,Deluxe Double Room,1 night ·,Couple,April 2022,14 April 2022,,
9.0,No complaints...highly recommended,Shower,N/A,United Kingdom,Executive Double Room,1 night ·,Couple,April 2022,14 April 2022,,
10,5* Experience!,"Exceptional stay, staff were amazing from the moment we arrived till we left!! Great breakfast in the beautiful winter garden…will definitely be back!!",,United Kingdom,Double Room,1 night ·,Couple,April 2022,14 April 2022,,
10,lovely hotel with wonderful staff..,everything…,nothing…,United Kingdom,Double Room,1 night ·,Family,March 2022,14 April 2022,,
10,Exceptional,Extraordinary hotel. It was such a pleasure to be guest there.,,Croatia,Family Room (2 Adults + 2 Children),4 nights ·,Family,April 2022,13 April 2022,,
10,An excellent place to stay,"Everything - quality furnishings and decorations, grand entrance with amazing atrium. The food was excellent and the bedrooms beautiful and comfortable. The staff couldn’t have been nicer.",Nothing!,United Kingdom,Double Room,1 night ·,Couple,April 2022,13 April 2022,1,
